# North Atlantic SST and Salinity Reconstructions over the Past Millennium
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                   and
#                      NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original publication, online resource and date accessed when using this data.
# If there is no publication information, please cite Investigator, title, online resource and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/19804
# Online_Resource: http://www1.ncdc.noaa.gov/pub/data/paleo/paleocean/by_contributor/moffa-sanchez2014-ngs/moffa-sanchez2014-ngs-17-5p.txt
#
# Archive: Paleoceanography
#
# Parameter_Keywords: oxygen isotopes, trace metal in carbonates, reconstructions
#---------------------------------------
# Contribution_Date
#    Date: 2016-02-23
#---------------------------------------
# Title
#    Study_Name: North Atlantic SST and Salinity Reconstructions over the Past Millennium
#---------------------------------------
# Investigators
#      Investigators: Moffa-Sanchez, P; Born, A.; Hall, I.R.;Thornalley, DJR; Barker, S.
#---------------------------------------
# Description_Notes_and_Keywords
#        Description: 
#         Provided Keywords: Last millennium, Subpolar North Atlantic
#---------------------------------------
# Publication
# Authors: Moffa-Sanchez, P., A. Born, I.R. Hall, D.J.R. Thornalley, and S. Barker
# Published_Date_or_Year: 2014
# Published_Title: Solar forcing of North Atlantic surface temperature and salinity over the past millennium
# Journal_Name: Nature Geoscience
# Volume: 7
# Issue: 
# Pages: 275-278
# Report Number: 
# DOI: 10.1038/ngeo2094
# Online_Resource: http://www.nature.com/ngeo/journal/v7/n4/abs/ngeo2094.html
# Full_Citation: 
# Abstract: There were several centennial-scale fluctuations in the climate and oceanography of the North Atlantic region over the past 1,000 years, including a period of relative cooling from about AD 1450 to 1850 known as the Little Ice Age1. These variations may be linked to changes in solar irradiance, amplified through feedbacks including the Atlantic meridional overturning circulation2. Changes in the return limb of the Atlantic meridional overturning circulation are reflected in water properties at the base of the mixed layer south of Iceland. Here we reconstruct thermocline temperature and salinity in this region from AD 818 to 1780 using paired d18O and Mg/Ca ratio measurements of foraminifer shells from a subdecadally resolved marine sediment core. The reconstructed centennial-scale variations in hydrography correlate with variability in total solar irradiance. We find a similar correlation in a simulation of climate over the past 1,000 years. We infer that the hydrographic changes probably reflect variability in the strength of the subpolar gyre associated with changes in atmospheric circulation. Specifically, in the simulation, low solar irradiance promotes the development of frequent and persistent atmospheric blocking events, in which a quasi-stationary high-pressure system in the eastern North Atlantic modifies the flow of the westerly winds. We conclude that this process could have contributed to the consecutive cold winters documented in Europe during the Little Ice Age.
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name:  UK National Environmental Research Council (NERC)
#    Grant: 
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: Climate Change Consortium of Wales
#    Grant: 
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: European Commission under the Marie Curie Intra-European Fellowship ECLIPS
#    Grant: PIEF-GA-2011-300544
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: US National Science Foundation
#    Grant: 
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: National Centre for Excellence in Research: Climate of the Swiss National Science 
#    Grant: 
#---------------------------------------
# Site Information
# Site_Name: RAPiD-17-5P
# Location: North Atlantic Ocean
# Country: 
# Northernmost_Latitude: 61.481667
# Southernmost_Latitude: 61.481667
# Easternmost_Longitude: -19.536
# Westernmost_Longitude: -19.536
# Elevation: -2303
#---------------------------------------
# Data_Collection
#   Collection_Name: RAPiD-17-5P NGS Moffa14
#   First_Year: 818
#   Last_Year: 1794
#   Time_Unit: years AD
#   Core_Length: 10
#   Notes: 
#---------------------------------------
# Chronology_Information 
#   Chronology: 
# 
# Labcode 	sample identification used by 14C laboratory 	
# depth	Depth of sample interval (cm)	
# mat.dated 	Material Dated	
# 14C.raw	conventional radiocarbon age, years before 1950AD  	
# 14C.raw_err 	radiocarbon age, standard error 	
# datemeth  	Dating method	
# reservoir 	Reservoir correction	
# calib.14C  	Calibrated age (years AD)	
# calib.14C_2sig_lo	Calibrated age, 1-sigma lower confidence bound  (years AD) 	
# calib.14C_2sig_up	Calibrated age, 1-sigma upper confidence bound   	 (years AD)	
# 
# Labcode	depth	mat.dated	14C.raw	14C.raw_err	datemeth	reservoir	calib.14C  	calib.14C_2sig_lo	calib.14C_2sig_up	
# SUERC-15709	0.5	Glob. bulloides (>250µm) 	591	35	14C AMS	Marine09	1896	1572	1727	
# SUERC-46869	16.5	Glob. bulloides (>250µm) 	744	37	14C AMS	Marine09	1673	1464	1565	
# SUERC-35766	34.5	Glob. bulloides (>250µm) 	874	35	14C AMS	Marine09	1588	1346	1456	
# SUERC-46870	47	Glob. bulloides (>250µm) 	1156	37	14C AMS	Marine09	1341	1094	1241	
# SUERC-35769	67.25	Glob. bulloides (>250µm) 	14167	37	14C AMS	Marine09	1134	829	982	
# SUERC-46871	78.5	Glob. bulloides (>250µm) 	1543	37	14C AMS	Marine09	996	712	850	
# SUERC-15710	96.5	Glob. bulloides (>250µm) 	1738	37	14C AMS	Marine09	782	529	660	
# SUERC-46872	125	Glob. bulloides (>250µm) 	2206	37	14C AMS	Marine09	311	-6	146	
# SUERC-46876	149	Glob. bulloides (>250µm) 	2406	37	14C AMS	Marine09	64	-289	-91	
# SUERC-15713	200.5	Glob. bulloides (>250µm) 	2852	37	14C AMS	Marine09	-444	-785	-653	
# SUERC-46877	248	Glob. bulloides (>250µm) 	3258	37	14C AMS	Marine09	-1011	-1260	-1138	
# SUERC-14101	750.5	Glob. bulloides (>250µm) 	8823	35	14C AMS	Marine09	-7472	-7590	-7535	
# 
#---------------------------------------
# Variables
# Data variables follow that are preceded by "##" in columns one and two.
# Variables list, one per line, shortname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
## depth_mm	depth,,,mm ,,,,,N
## age_AD	age,,,years AD,,,,,N
## d18Og.infla	delta 18O,Globorotalia inflata,,per mil PDB,,Foraminifera,,analytical technique: isotope ratio mass spectrometry,N
## Mg/Ca-g.infla	Magnesium/Calcium,Globorotalia inflata,,mmol/mol,,Foraminifera,,analytical technique: inductively coupled plasma mass spectrometry,N
## sst-Mg/Ca-g.infla	temperature,sea surface,,degrees Celsius,,climate reconstruction,,using Thornalley et al.(2009),N
## d18Osw-g.infla	delta 18O seawater,,,per mil SMOW,,climate reconstruction,,using G. inflata,N
## sal-g.infla	salinity,,,psu,,climate reconstruction,,using G. inflata,N
#------------------------
# Data
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Value: -999
depth_mm	age_AD	d18Og.infla	Mg/Ca-g.infla	sst-Mg/Ca-g.infla	d18Osw-g.infla	sal-g.infla	
57.25	1098.08	1.90	1.43	7.53	0.26	34.97	
57.75	1091.88	1.80	-999	-999	-999	-999	
58.25	1085.67	1.79	1.52	8.09	0.27	35.00	
58.75	1079.46	1.83	1.33	6.79	0.01	34.53	
59.25	1073.25	1.93	1.44	7.61	0.30	35.05	
59.75	1067.04	1.87	1.66	9.00	0.56	35.53	
60.25	1060.84	1.78	1.59	8.55	0.37	35.17	
60.75	1054.63	2.06	1.60	8.61	0.66	35.71	
61.25	1048.42	2.02	1.31	6.65	0.17	34.81	
61.75	1042.21	1.89	1.41	7.37	0.21	34.88	
62.25	1036.00	1.88	1.62	8.76	0.52	35.45	
62.75	1029.80	1.90	1.33	6.81	0.09	34.67	
63.25	1023.59	1.81	1.29	6.47	-0.09	34.35	
63.75	1017.38	1.89	1.34	6.86	0.09	34.67	
64.25	1011.17	1.83	1.29	6.46	-0.07	34.38	
64.75	1004.96	1.80	1.45	7.65	0.18	34.83	
65.25	998.76	1.76	1.53	8.20	0.27	34.99	
65.75	992.55	1.82	1.51	8.04	0.29	35.04	
66.25	986.34	1.93	1.28	6.42	0.03	34.56	
66.75	980.13	1.86	1.63	8.81	0.51	35.43	
67.25	973.92	1.90	1.49	7.93	0.35	35.14	
67.75	967.72	-999	1.48	7.87	-999	-999	
68.25	961.51	1.92	1.48	7.84	0.34	35.13	
68.75	955.30	1.80	1.88	10.25	0.78	35.93	
69.25	949.09	1.73	1.67	9.08	0.44	35.31	
69.75	942.88	1.75	1.54	8.26	0.27	35.01	
70.25	936.68	1.78	1.38	7.14	0.04	34.58	
70.75	930.47	1.95	1.40	7.27	0.24	34.95	
71.25	924.26	1.92	1.52	8.09	0.40	35.24	
71.75	918.05	1.77	1.42	7.40	0.09	34.67	
72.25	911.84	1.80	1.52	8.09	0.29	35.03	
72.75	905.64	2.08	1.58	8.52	0.66	35.71	
73.25	899.43	1.74	1.58	8.51	0.32	35.09	
73.75	893.22	1.72	1.51	8.08	0.20	34.87	
74.25	887.01	1.75	1.67	9.08	0.47	35.35	
74.75	880.80	1.87	1.58	8.52	0.45	35.33	
75.25	874.60	1.79	1.66	9.02	0.48	35.38	
75.75	868.39	1.71	1.58	8.48	0.29	35.03	
76.25	862.18	1.67	1.75	9.55	0.49	35.40	
76.75	855.97	1.74	1.72	9.37	0.52	35.45	
77.25	849.76	1.84	1.76	9.59	0.67	35.72	
77.75	843.56	1.61	1.74	9.48	0.41	35.26	
78.25	837.35	1.74	1.66	9.00	0.43	35.28	
78.75	831.14	1.77	1.50	8.01	0.23	34.93	
79.25	824.93	1.82	1.51	8.07	0.30	35.05	
79.75	818.72	-999	1.44	7.60	-999	-999	
